Lag,F,p
1,0.01002990309910989,0.920267791469764
2,0.49991646009014434,0.6069007863696675
3,0.47775287970748875,0.6979112602233586
4,0.33561084242549,0.8539732837253728
5,0.265181175487222,0.9319945646867199
6,0.83217024377908,0.5453939414766242
7,0.8812566087409388,0.521081816160253
8,0.7959798199025275,0.606387891698533
9,0.871640490963676,0.5506019211166749
10,1.7051013274094393,0.07697318459994727
11,1.4890477041045385,0.13218377487478125
12,1.3516011378060147,0.18632219195020253
13,1.5742397020280783,0.08909514229210175
14,1.4833205749689067,0.11330365340325385
15,1.4594028747439696,0.1166177244539053
16,1.365159689827193,0.154823053004344
17,1.4176164651307688,0.12347159254787651
18,1.3717527530558795,0.14084973116692776
19,1.372242544388229,0.13573046072626316
20,1.3106380923745955,0.16690171503359075
