Lag,F,p
1,1.6287038090560229,0.20199823715628726
2,0.5949898161839429,0.5516445581708664
3,0.38064932351964564,0.7669661775449916
4,2.4550917602305433,0.04383738399594705
5,2.0994726406863853,0.06267571683064313
6,1.8208619891657623,0.09118716107651506
7,1.8883254589231602,0.06745203834631663
8,1.6844079952847004,0.09710906819984813
9,1.6946535678475168,0.08488229280153733
10,1.5040496945120188,0.13134633551145264
11,1.3930716446868923,0.16896786378174478
12,1.2838525985126066,0.22080765707950828
13,1.19322756970911,0.2772942717496994
14,1.3323283055689956,0.17965196631694563
15,1.345149202081753,0.16630496258913255
16,1.2601208488481521,0.21409764221060293
17,1.2020357500603849,0.25367035563162055
18,1.3144408519987343,0.16773471244895094
19,1.4120424282941295,0.10996616704691657
20,1.3365995334962928,0.1443407722364776
