Lag,F,p
1,0.09097541791294457,0.7630722071904021
2,1.0548227156118994,0.3490701784756065
3,1.7928324335419539,0.14765643604203957
4,1.3866279114162194,0.23748318277359118
5,1.119325728000526,0.349132515263811
6,1.3798194447015826,0.2209712509896748
7,1.1900298567231087,0.3068563142898577
8,1.0078964168363673,0.4290747333099591
9,1.1897338409380895,0.29941133747426846
10,1.2278397865160633,0.2705333230141676
11,1.3063660080312949,0.21759363669878634
12,1.288235012856286,0.22202939224159784
13,1.2563319030521172,0.2366209157278954
14,1.2938725043993407,0.207179404644306
15,1.1792061930857018,0.28453805819480327
16,1.0732437965263368,0.3784858953137285
17,0.9847982729801449,0.47429062729633975
18,0.9216633875299504,0.5522379919157618
19,0.9922309382299206,0.4689458532047549
20,0.9448989098102664,0.5297604815387409
