Lag,F,p
1,0.0017370728617760532,0.966772667352135
2,0.22545258436169846,0.798240444179525
3,0.27332262408133234,0.8446478876496522
4,0.21407263289785677,0.9306005551423064
5,0.1789975912922582,0.9704378731824312
6,0.47139364158845826,0.8296274267952377
7,0.5534440363625854,0.7936251865628586
8,0.5034663932165957,0.8538279407536178
9,0.5754508152333728,0.8174999392763344
10,1.420336085687625,0.16814341177079797
11,1.2704045799509829,0.23867217657798764
12,1.1816574979625232,0.2934541558820725
13,1.2977964448149002,0.21041869784211
14,1.37330272208441,0.1622057191126468
15,1.3499434805561359,0.16867120002734617
16,1.2841297010839512,0.20294079153899472
17,1.2439881830102535,0.22623616886558431
18,1.3045697456158236,0.17992655611321948
19,1.3219184317024861,0.16436298998675736
20,1.2463871086455354,0.21194774554430534
