Lag,F,p
1,0.1193363227708102,0.7299077079688763
2,1.0514096413953784,0.35025832779914357
3,1.72282188361427,0.16142973658733314
4,1.2942877748463477,0.2712997998364508
5,1.026867044054166,0.40109815610023325
6,1.2330471247631358,0.2878647709152655
7,1.0558639673806356,0.39120217257316475
8,0.9609669248846022,0.4659808400153811
9,1.0447846102170495,0.40309922422815353
10,1.0442652547951727,0.4048925448827402
11,1.1050358865087648,0.35519224269578853
12,1.0980934795653488,0.3596010750700886
13,1.0252123447052304,0.4254257095590969
14,1.1631399021901712,0.3009416157223242
15,1.0185759099665022,0.4343099639617895
16,0.9598979648249903,0.5002779116301659
17,0.9220311836794859,0.547886220520075
18,0.868645420813358,0.6175231581107548
19,0.9586884313102589,0.5098183638201494
20,0.9360154284526973,0.5411039333078023
