Lag,F,p
1,0.25666840802356483,0.6124883221701043
2,0.7071166121466542,0.4932186377624481
3,0.8347326685855133,0.47474665582466846
4,0.8345719564187905,0.5031100733537566
5,1.013093262001714,0.4083403472912352
6,1.2650401592607463,0.2703822563844687
7,1.2796539578969115,0.2565286960283434
8,1.2017471263375168,0.29400363478646796
9,1.0766329253834157,0.3768850452390383
10,1.0955689364980281,0.3617868847828907
11,1.2536685808854762,0.24601871641981116
12,1.2021336551188853,0.27557894126771826
13,1.1267526247597597,0.3309675160074838
14,1.3525418153514108,0.16904954748549197
15,1.3221166866459562,0.18019669790390305
16,1.255091778636895,0.21831613303142425
17,1.1833818930212954,0.2699296189929826
18,1.160300690934431,0.28691108522705483
19,1.1616809169157956,0.2824700240713825
20,1.1066332347745218,0.334936451876617
