Lag,F,p
1,0.4293645036791385,0.5123954325367148
2,0.5081325808585465,0.6017155433355037
3,0.8654445854837421,0.45836135786701104
4,0.9973503505199149,0.4077812012071145
5,0.8621605402899477,0.5058348089854192
6,1.4751513823291702,0.18293282858702603
7,1.4292195284562663,0.1892130355929044
8,1.4094282588111762,0.18757829308203272
9,1.2910995003148065,0.2366328539663689
10,1.2995058237676296,0.2251024571484474
11,1.1244111454474457,0.3375389368078592
12,1.4629418030848966,0.13129164481407957
13,1.3726266850583564,0.1650536429294154
14,1.5411985319089474,0.08923587153123298
15,1.4616394964246169,0.11146825569591393
16,1.3850118059747951,0.139914964063723
17,1.31850560203853,0.17121646932867568
18,1.2716737715721227,0.19683051485767888
19,1.2001590067129277,0.2480547880371109
20,1.1481058224810399,0.29247012679792755
