Lag,F,p
1,0.953997055989864,0.3288520762802687
2,0.6168877043000376,0.5397502272769097
3,0.4191124466556415,0.7393120910815717
4,0.36719743121612525,0.8321119491753484
5,1.9761827190764891,0.07931469056319493
6,1.8847143258087486,0.08003489648553083
7,1.5885880343339294,0.13437383657991725
8,1.3717989745190458,0.2041400354403042
9,1.2848078366351954,0.24009518990712744
10,1.1604691082213745,0.3133314054441208
11,1.0655630745079647,0.38574975802566014
12,0.9513502317620846,0.4940584637825578
13,1.0666793510333392,0.38419485663877845
14,1.2164260396679345,0.25603712167670395
15,1.145240020437541,0.3096445993483162
16,1.0952731717658466,0.3536931772682045
17,1.089527035193512,0.35791148360049063
18,1.097039894235733,0.34863086097968776
19,1.09942385404559,0.3444239836822096
20,1.0381107676485226,0.41235211719063797
