Lag,F,p
1,2.797320326867105,0.09461811242795297
2,2.80277977690766,0.060940522997849515
3,1.9538115360990256,0.11901164275895654
4,2.122523949978408,0.07571639930589931
5,1.8014593775197127,0.10945282387290771
6,1.5527947811182756,0.1573362225423873
7,1.4717674512809502,0.17298305297461022
8,1.3860060862877777,0.19775253080247485
9,1.2538188230948863,0.25771646723775754
10,1.1824528959977485,0.2979613517669503
11,1.0824858142241305,0.37148547998679876
12,1.0140704218415224,0.43288236169058797
13,0.9638376190799044,0.4852320830435203
14,0.9154013265481461,0.5413561553734128
15,0.8846210595818171,0.5815938046625506
16,0.8434352899858717,0.636120566218132
17,0.8039400611493848,0.6901114771051741
18,0.9026307354934012,0.575380500063652
19,0.8530240131160983,0.6431183011466941
20,0.8217654292594141,0.6887520712214557
