dates,rate,fluctuation,prices,positives,negatives,compounds
2017-01-20,0.0034469177756385637,-0.6800079345703125,197.9600067138672,0.5040713091838699,-1.7803080459480178,0.41037391704419013
2017-01-23,-0.0009093146517745741,0.1800079345703125,197.77999877929688,0.8981522514308283,-0.39677270661327724,0.5415514801090093
2017-01-24,0.005359478031833763,-1.05999755859375,198.83999633789062,-0.635948559459117,-1.7803080459480178,-0.45657814334959773
2017-01-25,0.007946096661406974,-1.5800018310546875,200.4199981689453,-0.5655769626293029,0.04435450302968335,0.2955368116621858
2017-01-26,0.001496871841625919,-0.3000030517578125,200.72000122070312,-1.5930022763445877,1.2674799479488017,-2.3600901628634277
2017-01-27,-0.00044836756348794996,0.089996337890625,200.6300048828125,-0.2981648946760098,-0.6173363114347576,0.3456172884493312
2017-01-30,-0.006230374169258092,1.25,199.3800048828125,-1.0581781404380013,1.6284022103839517,-2.462823225517421
2017-01-31,-0.005115880466852505,1.0200042724609375,198.36000061035156,-0.3826108108717867,0.5456354230785025,-0.21631289519857938
2017-02-01,0.0013611830592364252,-0.2700042724609375,198.6300048828125,2.629293533444253,0.3050205814550692,0.5032724449816746
2017-02-02,-0.0001007112317836351,0.0200042724609375,198.61000061035156,0.039618770107097356,0.9466601591175579,0.3654376584164492
2017-02-03,0.008911959453308036,-1.7700042724609375,200.3800048828125,0.13813900566883708,1.3877873687605184,0.19356025167869315
2017-02-06,-0.0004990822491201714,0.100006103515625,200.27999877929688,-0.3685364915058239,2.3502467352542507,-2.4511730843917103
2017-02-07,0.0014979181824761629,-0.3000030517578125,200.5800018310547,-1.6352252344424762,4.37542165225148,-2.470236951688328
2017-02-08,-0.00034902444700202987,0.07000732421875,200.50999450683594,0.011470131375171725,0.9867626327214634,0.3003784287533902
2017-02-09,0.006034645389339607,-1.2100067138671875,201.72000122070312,0.23665924123057677,0.505532949474597,0.5053906524590764
2017-02-10,0.00505653512932981,-1.0200042724609375,202.74000549316406,-1.3818874858551458,0.7260965542960773,-1.8629166078103756
2017-02-13,0.007201299277499293,-1.459991455078125,204.1999969482422,0.011470131375171725,0.48548171267264423,0.5267240277671958
2017-02-14,0.004750250906952695,-0.970001220703125,205.1699981689453,0.33517947679231647,-0.5571826010288995,0.44729124736462367
2017-02-15,0.005897581150587226,-1.2100067138671875,206.3800048828125,-1.00188086297415,1.7086071575917623,-2.3404210934304097
2017-02-16,0.0004844987031730118,-0.0999908447265625,206.47999572753906,-1.00188086297415,0.9466601591175579,-2.281867786733656
2017-02-17,-0.0029058061659313532,0.5999908447265625,205.8800048828125,-0.6781715175570054,-0.7376437322464744,0.3115746682768003
2017-02-21,0.005780077779207373,-1.19000244140625,207.07000732421875,-0.31223921404197263,0.5857378966824078,0.33578275373282235
2017-02-22,0.0018350780440572003,-0.3799896240234375,207.4499969482422,-0.11519874291849322,0.44537923906873866,0.2799528566498715
2017-02-24,0.0005292337007327332,-0.1099853515625,207.92999267578125,-1.8463400249319184,0.505532949474597,-2.2419244457312204
2017-02-27,0.0017313548936295122,-0.3600006103515625,208.2899932861328,-0.14334738165041885,1.427889842364424,-0.07015657925784653
2017-02-28,-0.0014882978951749216,0.30999755859375,207.97999572753906,1.2359359162139358,-1.7803080459480178,0.45258676605812853
2017-03-01,0.014616831461543016,-3.040008544921875,211.02000427246094,2.0240978007078527,-1.7803080459480178,0.08053875270589045
2017-03-02,-0.005354965690141306,1.1300048828125,209.88999938964844,0.8981522514308283,-1.7803080459480178,0.20188178105420063
2017-03-03,9.530836399594602e-05,-0.0200042724609375,209.91000366210938,-0.9596579048762616,1.8489658152054318,-2.349650426010518
2017-03-06,-0.002048534739023173,0.4300079345703125,209.47999572753906,-0.7766917531187452,0.24486687104921115,0.44033142279601745
2017-03-07,-0.0014798432543265347,0.30999755859375,209.1699981689453,-0.48113104643352644,-0.45692641701913556,0.4904118995831628
2017-03-08,-0.002677236522904415,0.55999755859375,208.61000061035156,1.0248211257244937,-0.5772338378308522,0.4851163808896581
2017-03-09,0.0002876063391889604,-0.05999755859375,208.6699981689453,0.9685238482606424,-1.7803080459480178,0.42580657152240414
2017-03-10,0.002300262288546358,-0.4799957275390625,209.14999389648438,0.1803619637667255,-1.0384122842757657,0.4718019338888459
2017-03-13,-0.001004023242678444,0.209991455078125,208.94000244140625,-0.030752826722716724,1.0068138695234161,0.043470121851356645
2017-03-14,-0.001914468989180822,0.4000091552734375,208.5399932861328,-0.08705010418656799,-0.39677270661327724,0.25271876051184694
2017-03-15,0.004987093979114614,-1.040008544921875,209.5800018310547,-0.284090575310047,0.8664552119097467,0.1545247138808576
2017-03-16,-0.0006679997539139871,0.1399993896484375,209.44000244140625,1.6863141359247453,-0.45692641701913556,0.46438820771793915
2017-03-17,-0.002769298244335874,0.5800018310546875,208.86000061035156,0.9825981676266052,-1.1186172314835767,0.536861163551905
2017-03-20,-0.00023940942072052374,0.0500030517578125,208.80999755859375,-1.2270699728295549,0.6057891334843606,-2.1992576951149814
2017-03-21,-0.011781004184858687,2.459991455078125,206.35000610351562,3.952279553844757,-1.7803080459480178,0.5129556791640834
2017-03-22,0.00029075627244543034,-0.05999755859375,206.41000366210938,0.40555107362213016,-0.9582073370679546,0.4282273800680064
2017-03-23,-0.00048450221278680737,0.100006103515625,206.30999755859375,-1.072252459803964,2.4906053928679204,-2.377035822682643
2017-03-24,-0.0027143500810459078,0.55999755859375,205.75,0.32110515742635365,0.2849693446531164,0.3925204540203739
